"Date of Download: 2023-12-18_15:03:45"
"Search Parameters: Data Level:all  Trait List:  Trial List:11539,11846  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava mosaic disease severity|at harvesting|COMP:0000294","branching level counting|CO_334:0000079","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","cassava mosaic disease severity 6-month evaluation|CO_334:0000194","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","marketable root number counting|CO_334:0000169","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","starch content percentage|CO_334:0000071","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992928","VH21-0041","","plot","6669998","202301DMEPR_tani_rep2_VH21-0041_106","2","2","106","6","9","test","","1","1","3","1","","106","","","3","","10","1","155","3","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992935","VH21-0061","","plot","6669963","202301DMEPR_tani_rep2_VH21-0061_120","2","2","120","7","6","test","","1","0","1","1","","350","3.125","2","5","","10","1","350","5","","8","10","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992939","VH21-0072","","plot","6669851","202301DMEPR_tani_rep2_VH21-0072_102","2","2","102","6","13","test","","1","2","1","1","","152","","","","","10","3","220","8","","8","10","19.49896552","","",""," (Operator: lizbethpino, Time: ), shoting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992950","VH21-0095","","plot","6670030","202301DMEPR_tani_rep2_VH21-0095_83","2","2","83","5","7","test","","1","1","1","1","","230","15.625","10","4","","10","1","300","5","","0","10","9.319879518","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992951","VH21-0097","","plot","6670007","202301DMEPR_tani_rep2_VH21-0097_89","2","2","89","5","13","test","","1","3","1","1","","160","","","5","","10","3","275","8","","8","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992962","VH21-0127","","plot","6669928","202301DMEPR_tani_rep2_VH21-0127_121","2","2","121","7","7","test","","1","1","1","1","","280","","","4","","10","1","330","7","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992966","VH21-0172","","plot","6669999","202301DMEPR_tani_rep2_VH21-0172_86","2","2","86","5","10","test","","1","1","1","1","","150","","","5","","10","1","180","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992971","VH21-0201","","plot","6669886","202301DMEPR_tani_rep2_VH21-0201_152","2","2","152","8","1","test","","1","1","2","1","","145","","","5","","10","3","165","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992972","VH21-0203","","plot","6669838","202301DMEPR_tani_rep2_VH21-0203_137","2","2","137","8","16","test","","4","1","1","1","","185","","","4","","10","2","250","3","","8","7","","","",""," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992978","VH21-0371","","plot","6669894","202301DMEPR_tani_rep2_VH21-0371_126","2","2","126","7","12","test","","1","0","1","1","","151","","","4","","10","1","151","8","","8","10","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992980","VH21-0402","","plot","6670004","202301DMEPR_tani_rep2_VH21-0402_139","2","2","139","8","14","test","","1","2","1","1","","80","","","4","","10","4","185","8","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992982","VH21-0421","","plot","6669995","202301DMEPR_tani_rep2_VH21-0421_146","2","2","146","8","7","test","","4","1","1","1.2","","170","3.125","2","5","","10","2","195","8","","6","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992986","VH21-0427","","plot","6669893","202301DMEPR_tani_rep2_VH21-0427_79","2","2","79","5","3","test","","1","0","1","1","","225","10.9375","7","4","","10","1","225","4","","3","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992994","VH21-0439","","plot","6670044","202301DMEPR_tani_rep2_VH21-0439_127","2","2","127","7","13","test","","1","0","1","1","","185","","","5","","10","1","185","7","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992999","VH21-0447","","plot","6669979","202301DMEPR_tani_rep2_VH21-0447_98","2","2","98","6","17","test","","1","1","1","1","","240","","","4","","10","1","250","6","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993008","VH21-0477","","plot","6669989","202301DMEPR_tani_rep2_VH21-0477_148","2","2","148","8","5","test","","1","0","1","1","","180","","","4","","10","3","180","8","","7","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993013","VH21-0500","","plot","6669915","202301DMEPR_tani_rep2_VH21-0500_117","2","2","117","7","3","test","","1","1","1","1","","220","18.75","12","5","","10","1","260","3","","0","10","14.82039807","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993023","VH21-0529","","plot","6669968","202301DMEPR_tani_rep2_VH21-0529_143","2","2","143","8","10","test","","1","1","1","1","","40","","","5","","10","4","230","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993029","VH21-0600","","plot","6669993","202301DMEPR_tani_rep2_VH21-0600_90","2","2","90","5","14","test","","1","0","1","1","","260","","","4","","10","1","260","3","","7","7","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993032","VH21-0628","","plot","6669978","202301DMEPR_tani_rep2_VH21-0628_136","2","2","136","8","17","test","","1","2","1","1","","20","","","4","","10","5","160","7","","7","10","20.28127182","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993034","VH21-0681","","plot","6670049","202301DMEPR_tani_rep2_VH21-0681_96","2","2","96","6","19","test","","1","0","1","1","","225","","","5","","10","1","225","4","","5","10","16.9298005","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993038","VH21-0708","","plot","6669907","202301DMEPR_tani_rep2_VH21-0708_107","2","2","107","6","8","test","","1","0","1","1","","240","","","5","","10","1","240","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993039","VH21-0729","","plot","6670000","202301DMEPR_tani_rep2_VH21-0729_94","2","2","94","5","18","test","","1","0","1","1","","300","","","5","","10","1","300","4","","7","8","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993040","VH21-0737","","plot","6670006","202301DMEPR_tani_rep2_VH21-0737_108","2","2","108","6","7","test","","1","1","1","1","","250","3.125","2","4","","10","3","280","7","","7","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993045","VH21-0779","","plot","6669857","202301DMEPR_tani_rep2_VH21-0779_105","2","2","105","6","10","test","","1","3","1","1","","200","","","5","","10","2","240","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993055","VH21-1041","","plot","6669885","202301DMEPR_tani_rep2_VH21-1041_123","2","2","123","7","9","test","","1","1","1","1","","128","","","5","","10","1","160","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993057","VH21-1081","","plot","6670003","202301DMEPR_tani_rep2_VH21-1081_113","2","2","113","6","2","test","","1","0","1","1","","243","11.71875","7.5","4","","10","1","243","7","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993059","VH21-1087","","plot","6669927","202301DMEPR_tani_rep2_VH21-1087_132","2","2","132","7","18","test","","1","1","1","1","","150","","","5","","10","3","205","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993060","VH21-1088","","plot","6670029","202301DMEPR_tani_rep2_VH21-1088_77","2","2","77","5","1","test","","1","0","1","1","","190","3.125","2","4","","10","1","190","7","","5","10","18.85291262","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993062","VH21-1093","","plot","6669964","202301DMEPR_tani_rep2_VH21-1093_81","2","2","81","5","5","test","","1","0","1","1","","250","","","5","","10","1","250","8","","8","10","","","",""," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993069","VH21-1140","","plot","6669883","202301DMEPR_tani_rep2_VH21-1140_150","2","2","150","8","3","test","","1","0","1","1","","175","9.375","6","5","","10","2","175","7","","6","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993071","VH21-1145","","plot","6669982","202301DMEPR_tani_rep2_VH21-1145_151","2","2","151","8","2","test","","1","0","1","1","","180","12.5","8","3","","10","2","180","8","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347854","AGF20-C0002","","plot","6669869","202301DMEPR_tani_rep3_AGF20-C0002_226","3","3","226","12","3","test","","1","2","1","2","","210","","","3","","10","3","265","6","","5","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347852","AGF20-C0011","","plot","6669980","202301DMEPR_tani_rep3_AGF20-C0011_216","3","3","216","12","13","test","","1","3","1","1","","130","","","5","","10","3","260","8","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347849","AGF20-C0014","","plot","6669860","202301DMEPR_tani_rep3_AGF20-C0014_157","3","3","157","9","5","test","","1","2","1","1","","100","","","5","","10","4","175","6","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347850","AGF20-C0015","","plot","6669958","202301DMEPR_tani_rep3_AGF20-C0015_153","3","3","153","9","1","test","","3","2","3","1.2","","215","","","5","","10","3","290","8","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347867","AGF20-C0017","","plot","6669925","202301DMEPR_tani_rep3_AGF20-C0017_187","3","3","187","10","4","test","","4","0","2","1","","205","","","3","","10","3","205","7","","6","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347860","AGF20-C0024","","plot","6669868","202301DMEPR_tani_rep3_AGF20-C0024_173","3","3","173","10","18","test","","1","2","1","1","","130","","","5","","10","3","165","7","","8","10","","","",""," (Operator: lizbethpino, Time: ), shoting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347853","AGF20-C0026","","plot","6669960","202301DMEPR_tani_rep3_AGF20-C0026_193","3","3","193","11","3","test","","1","1","1","1","","130","","","3","","10","3","185","5","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347862","AGF20-C0040","","plot","6669870","202301DMEPR_tani_rep3_AGF20-C0040_176","3","3","176","10","15","test","","3","1","2","3","","185","","","5","","10","4","200","6","","6","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347857","AGF20-C0046","","plot","6669965","202301DMEPR_tani_rep3_AGF20-C0046_161","3","3","161","9","9","test","","1","1","1","2","","185","","","5","","10","2","230","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347861","AGF20-C0049","","plot","6669876","202301DMEPR_tani_rep3_AGF20-C0049_154","3","3","154","9","2","test","","3","2","2","1.5","","215","6.25","4","4","","10","2","280","6","","6","9","7.971907895","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347863","AGF20-C0050","","plot","6669859","202301DMEPR_tani_rep3_AGF20-C0050_197","3","3","197","11","7","test","","3","0","2","2","","0","","","1","","10","","0","0","","1","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347856","AGF20-C0056","","plot","6670017","202301DMEPR_tani_rep3_AGF20-C0056_186","3","3","186","10","5","test","","4","2","3","1.1","","230","","","5","","10","2","330","8","","6","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347851","AGF20-C0076","","plot","6669892","202301DMEPR_tani_rep3_AGF20-C0076_165","3","3","165","9","13","test","","4","0","3","2","","190","","","2","","10","2","190","3","","2","7","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347868","AGF20-C0078","","plot","6670034","202301DMEPR_tani_rep3_AGF20-C0078_169","3","3","169","9","17","test","","1","1","1","1","","255","","","5","","10","3","265","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347855","AGF20-C0080","","plot","6669903","202301DMEPR_tani_rep3_AGF20-C0080_210","3","3","210","12","19","test","","0","0","1","","","295","","","","","10","1","295","8","","0","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347865","AGF20-C0085","","plot","6669874","202301DMEPR_tani_rep3_AGF20-C0085_178","3","3","178","10","13","test","","1","0","1","1","","215","","","","","10","3","215","5","","8","8","18.9858754","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347859","AGF20-C0088","","plot","6670033","202301DMEPR_tani_rep3_AGF20-C0088_175","3","3","175","10","16","test","","1","1","1","3","","70","","","5","","10","5","175","6","","7","7","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347858","AGF20-C0090","","plot","6669943","202301DMEPR_tani_rep3_AGF20-C0090_166","3","3","166","9","14","test","","3","2","1","1.1","","145","","","3","","10","3","180","7","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347866","AGF20-C0093","","plot","6669906","202301DMEPR_tani_rep3_AGF20-C0093_205","3","3","205","11","15","test","","1","2","1","1","","15","","","4","","10","4","215","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347864","AGF20-C0104","","plot","6669933","202301DMEPR_tani_rep3_AGF20-C0104_168","3","3","168","9","16","test","","1","3","1","1","","35","","","5","","10","5","285","8","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347869","AGF20-C0109","","plot","6669880","202301DMEPR_tani_rep3_AGF20-C0109_160","3","3","160","9","8","test","","3","0","2","2","","250","","","4","","10","1","250","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","2732020","CR24-16","","plot","6670009","202301DMEPR_tani_rep3_CR24-16_188","3","3","188","10","3","check","","1","2","1","1","","210","14.0625","9","3","","10","2","260","7","","8","7","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","723","IITA-TMS-IBA980581","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","plot","6669957","202301DMEPR_tani_rep3_IBA980581_201","3","3","201","11","11","check","","1","0","1","1","","265","","","5","","10","2","265","7","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","3661328","KM505","","plot","6669864","202301DMEPR_tani_rep3_KM505_167","3","3","167","9","15","check","","3","1","1","2","","165","","","5","","10","2","215","5","","6","7","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","2451401","KU50","","plot","6670031","202301DMEPR_tani_rep3_KU50_220","3","3","220","12","9","check","","1","3","1","3","","80","","","5","","10","4","165","8","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","39671","TMEB419","GBAZEKOUTE,OBAMA,TME 419","plot","6670025","202301DMEPR_tani_rep3_TMEB419_159","3","3","159","9","7","check","","1","0","1","1","","220","","","4","","10","1","220","8","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992880","VF21-0005","","plot","6669888","202301DMEPR_tani_rep3_VF21-0005_179","3","3","179","10","12","test","","1","0","1","1","","175","","","5","","10","1","175","8","","7","10","6.606986301","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992883","VF21-0015","","plot","6669856","202301DMEPR_tani_rep3_VF21-0015_207","3","3","207","11","17","test","","1","1","1","1","","265","","","5","","10","1","280","7","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992884","VF21-0017","","plot","6669908","202301DMEPR_tani_rep3_VF21-0017_184","3","3","184","10","7","test","","1","2","1","1","","20","15.625","10","2","","10","5","175","8","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992890","VF21-0055","","plot","6669952","202301DMEPR_tani_rep3_VF21-0055_177","3","3","177","10","14","test","","1","0","1","1","","300","","","5","","10","2","300","6","","8","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992894","VF21-0080","","plot","6670027","202301DMEPR_tani_rep3_VF21-0080_172","3","3","172","10","19","test","","1","1","1","1","","195","","","5","","10","2","235","8","","7","10","","","",""," (Operator: lizbethpino, Time: )"
